Year,Board,School,Address,City,Area,energyNorm (ekWh/HDD),ghgNorm (kg/HDD)
2020-2021,CDSB of Eastern Ontario,Cornwall Regional Office,835 Campbell Street,Cornwall,35822,79.8,14.2
2020-2021,CDSB of Eastern Ontario,Holy Cross,521 Clothier St W,Kemptville,35450,194.5,25.89
2020-2021,CDSB of Eastern Ontario,Holy Name of Mary,"Box 789, 110 Paterson Street",Almonte,38385,54.6,1.39
2020-2021,CDSB of Eastern Ontario,J. L. Jordan,294 First Ave,Brockville,19629,76.7,9.31
2020-2021,CDSB of Eastern Ontario,Mother Teresa,1035 Concession Street,Russell,46587,220.2,16.79
2020-2021,CDSB of Eastern Ontario,Notre Dame Elementary & CHS,157 McKenzie Street,Carleton Place,76806,456.8,53.9
2020-2021,CDSB of Eastern Ontario,Sacred Heart (Lanark),"Box 164, 134 North St.",Lanark,15502,67.4,10.85
2020-2021,CDSB of Eastern Ontario,Smiths Falls Board Office Sold 2017,385 County Road 29,Smiths Falls,16000,0,0
2020-2021,CDSB of Eastern Ontario,St. Andrew,17283 County Road 18,St. Andrews West,31656,141,20.53
2020-2021,CDSB of Eastern Ontario,St. Finnan,220 Main Street,Alexandria,27685,190.5,25.62
2020-2021,CDSB of Eastern Ontario,St. Francis de Sales Sold 2019,43 Russell St. East,Smiths Falls,30731,0,0
2020-2021,CDSB of Eastern Ontario,St. Francis Xavier (Brockville),74 Church St.,Brockville,21679,68.4,8.39
2020-2021,CDSB of Eastern Ontario,St. James the Greater,5 Catherine Street,Smiths Falls,29009,19.6,0.52
2020-2021,CDSB of Eastern Ontario,St. John Bosco (Brockville),12 Durham Street,Brockville,43125,200.7,22.47
2020-2021,CDSB of Eastern Ontario,St. John CHS,"R.R. 3, 2066 Scotch Line Road",Perth,102464,199.7,5.08
2020-2021,CDSB of Eastern Ontario,St. Jude,5355 Highway 34,Vankleek Hill,34718,183.7,16.03
2020-2021,CDSB of Eastern Ontario,St. Luke CHS Demo 2017,4 Ross Street,Smiths Falls,19516,0,0
2020-2021,CDSB of Eastern Ontario,St. Mark,420 McAuley St.,Prescott,40111,142.8,17.32
2020-2021,CDSB of Eastern Ontario,St. Mary CHS,40 Central Avenue W,Brockville,75541,270.3,33.52
2020-2021,CDSB of Eastern Ontario,St. Matthew,822 Marlborough Street North,Cornwall,14274,25.7,4.57
2020-2021,CDSB of Eastern Ontario,St. Michael CHS & Kemptville BO,2755 Highway 43,Kemptville,120852,549.9,59.39
2020-2021,CDSB of Eastern Ontario,St. Patrick,1001 Heritage Dr.,Rockland,42302,9.7,0.25
2020-2021,CDSB of Eastern Ontario,St. Peter,"1811 Second St. East,",Cornwall,25533,70.7,6.33
2020-2021,CDSB of Eastern Ontario,St. Thomas Aquinas CHS & ES,"1211 South Russell Rd.,  RR#2",Russell,89075,327.2,33.84
2020-2021,CÉP de l'Est de l'Ontario,Annexe - Trille des bois,"135, rue Alice",Vanier,46556,209.9,27.39
2020-2021,CÉP de l'Est de l'Ontario,É.é.p. Madeleine-de-Roybon,"72, rue Gilmour",Kingston,58912,318.7,37.12
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP & ESP & EIP L'Équinoxe,412 Pembroke St W,Pembroke,100963,572.6,77.03
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP & ESP L'Académie de la Seigneurie,"731, rue des Pommiers",Casselman,100793,777.9,97.07
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP & ÉSP Louis-Riel,"1655, chemin Bearbrook",Ottawa,119522,1671.6,214.84
2020-2021,CÉP de l'Est de l'Ontario,EEP & ESP Maurice-Lapointe,17 Bridgestone Drive,Kanata,107771,727.9,81.23
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP De La Rivière Castor,100 rue Maheu,Embrun,39537,224.9,16.25
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Des Sentiers,"2159, rue Nantes",Orleans,52094,247,26.03
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP et ÉSP Le Sommet,894 boulevard Cécile,Hawkesbury,67421,381.3,37.13
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Julie-Payette,"1385, Terrace Halton",Kanata,65767,447.7,38.13
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Le Prélude,6025 Longleaf,Orleans,51800,352.3,22.22
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP L'Odyssée,1770 promenade Grey Nuns,Orleans,63511,340,36.51
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Michel-Dupuis,715  Brian Good Avenue,Ottawa,44474,210.2,14.85
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Nouvel-Horizon,433 Boulevard Cartier,Hawkesbury,47312,190.4,16.07
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Rose des Vents,1650 Second Street E,Cornwall,45886,278.7,31.27
2020-2021,CÉP de l'Est de l'Ontario,ÉSP & ÉÉP De La Salle,501 ancienne rue St-Patrick,Ottawa,212326,1605.3,208.12
2020-2021,CÉP de l'Est de l'Ontario,ÉSP & EIP Omer-Deslauriers,159 Chesterton Dr,Nepean,110937,717.8,83.39
2020-2021,CÉP de l'Est de l'Ontario,ÉSP et  ÉÉP L'Héritage,1111 Chemin Montreal,Cornwall,69589,592,73.16
2020-2021,CÉP de l'Est de l'Ontario,"Siège Social (Carrefour, L'Alternative)","2445, blvd Saint-Laurent",Ottawa,150310,1033.3,114.44
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Carrefour Jeunesse,"927, rue St-Jean",Rockland,52155,331.7,37.51
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Charlotte Lemieux,"2093, promenade Bel-Air",Ottawa,61563,352.3,25.1
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Cité Jeunesse & ESP Marc-Garneau,30 Fullerton Avenue,Trenton,70130,602.2,84.77
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Francojeunesse,"119, rue Osgoode",Ottawa,63536,301.4,35.82
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Gabrielle-Roy,"3395, avenue Daoust",Ottawa,53781,387.3,27.37
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Jeanne-Sauvé,"1917, promenade Gardenway",Orleans,52500,381.7,25.4
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Marie-Curie,860 ave Colson,Ottawa,52564,354,50.39
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Mauril-Bélanger,"307, rue Montgomery",Vanier,36702,215.9,30.86
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Michaëlle-Jean,11 chemin Claridge,Ottawa,60297,394.5,32.91
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Séraphin-Marion,2147 Loyola Ave,Gloucester,53599,295,21.53
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Terre des Jeunes,33 Lochiel Street East,Alexandria,45606,264.2,32.89
2020-2021,CÉP de l'Est de l'Ontario,ÉÉP Trille des bois,140 rue Genest,Ottawa,35736,171.5,14.95
2020-2021,CÉP de l'Est de l'Ontario,ÉSP et ÉÉP Gisèle-Lalonde,"500, boulevard Millenum",Ottawa,171338,1131.7,118.26
2020-2021,CÉP de l'Est de l'Ontario,Maison de la Francophonie,2720  Chemin Richmond Ave,Ottawa,32306,231.6,30.35
2020-2021,CÉP de l'Est de l'Ontario,Pavillon Francojeunesse,339 rue Wilbrod,Ottawa,14688,124.6,20.36
2020-2021,CSDC des Aurores boréales,École Immaculée-Conception,"119, chemin Lily Pad Lake",Ignace,10872,37.3,4.81
2020-2021,CSDC des Aurores boréales,École secondaire catholique de La Vérendrye,175 rue High Nord,Thunder Bay,62689,268.1,33.25
2020-2021,CSDC des Aurores boréales,École catholique de l'Enfant-Jésus,"161, chemin Airport",Dryden,22507,34.3,3.87
2020-2021,CSDC des Aurores boréales,École catholique Franco-Supérieur,220 Elgin St,Thunder Bay,34647,223.9,29.75
2020-2021,CSDC du Centre-Est de l'Ontario,Académie Ange-Gabriel,"1515, pr. Kensington",Brockville,50299,253.5,29.51
2020-2021,CSDC du Centre-Est de l'Ontario,Alain-Fortin,"676, pr. Lakeridge",Orleans,63263,317.2,28.21
2020-2021,CSDC du Centre-Est de l'Ontario,Arc-en-ciel,"1830, boul. Portebello",Orleans,49900,222.6,15.69
2020-2021,CSDC du Centre-Est de l'Ontario,Collège catholique Mer Bleue ,6401 Chemin Renaud Rd,Orleans,120122,456.4,50.02
2020-2021,CSDC du Centre-Est de l'Ontario,De la Découverte,"866, rue Scala",Orleans,59494,265.2,27.2
2020-2021,CSDC du Centre-Est de l'Ontario,Béatrice-Desloges,"1999, av. Provence",Orleans,178593,1333.7,148.2
2020-2021,CSDC du Centre-Est de l'Ontario,Bernard-Grandmaître,"4170, chemin Spratt",Gloucester,54659,318.6,37.04
2020-2021,CSDC du Centre-Est de l'Ontario,Centre Scolaire Catholique Jeanne-Lajoie,"1257, rue Pembroke Ouest",Pembroke,113613,486,51.51
2020-2021,CSDC du Centre-Est de l'Ontario,Des Pins,"1487, pr. Ridgebrook",Gloucester,38106,190.2,22.55
2020-2021,CSDC du Centre-Est de l'Ontario,Des Pionniers,"720, pr. Merkley",Orleans,52642,203.3,11.09
2020-2021,CSDC du Centre-Est de l'Ontario,Des Voyageurs,"6030, pr. Voyageur",Orleans,36232,190.2,6.48
2020-2021,CSDC du Centre-Est de l'Ontario,École d'enseignement personnalisé Édouard-Bond,"920, rue Parkhaven",Ottawa,35626,230,29.07
2020-2021,CSDC du Centre-Est de l'Ontario,École d'enseignement personnalisé la Source ,"1445, pr. Duford",Orleans,36797,243.7,28.81
2020-2021,CSDC du Centre-Est de l'Ontario,École élémentaire catholique Notre-Place ,665 promenade des Aubépines Drive,Orleans,53836,259.3,28.31
2020-2021,CSDC du Centre-Est de l'Ontario,Éducation permanente & alternative ,"181, rue Donald",Vanier,24539,165.2,23.61
2020-2021,CSDC du Centre-Est de l'Ontario,Élisabeth-Bruyère,"100, pr. Stonehaven",Kanata,49644,227.6,20.13
2020-2021,CSDC du Centre-Est de l'Ontario,Georges-Étienne-Cartier,"880, pr. Thorndale",Ottawa,31308,203.4,24.97
2020-2021,CSDC du Centre-Est de l'Ontario,Horizon Jeunesse,"235, av. McArthur",Vanier,79039,363.9,47.1
2020-2021,CSDC du Centre-Est de l'Ontario,Jonathan-Pitre,925  Ralph Hennessy Ave,Ottawa,48543,154.2,19.54
2020-2021,CSDC du Centre-Est de l'Ontario,La Vérendrye,"614, pr. Eastvale",Gloucester,59211,316.9,38.66
2020-2021,CSDC du Centre-Est de l'Ontario,L'Étoile-de-l'Est,"6220, pr. Beauséjour",Orleans,51655,227.5,26.25
2020-2021,CSDC du Centre-Est de l'Ontario,Marie-Rivier,"711, av. Dalton",Kingston,70532,400.8,40.68
2020-2021,CSDC du Centre-Est de l'Ontario,Marius-Barbeau,"1345, av. Nottinghill",Ottawa,44103,247.5,29.99
2020-2021,CSDC du Centre-Est de l'Ontario,Pierre-Elliot-Trudeau,"601, pr. Longfields",Nepean,48976,215.7,22.9
2020-2021,CSDC du Centre-Est de l'Ontario,Pierre-Savard,"1110, pr. Longfields",Nepean,145453,701.1,57.57
2020-2021,CSDC du Centre-Est de l'Ontario,Reine-des-Bois,"1450, pr. Duford",Orleans,36318,250.9,28.47
2020-2021,CSDC du Centre-Est de l'Ontario,Sainte-Geneviève,"2198, rue Arch",Ottawa,64897,288,34.32
2020-2021,CSDC du Centre-Est de l'Ontario,Sainte-Kateri,"2450, rue River Mist",Barrhaven,52368,241.2,25.29
2020-2021,CSDC du Centre-Est de l'Ontario,Sainte-Thérèse-d'Avila,"9575, ch. Marionville",Marionville,18627,95.8,2.44
2020-2021,CSDC du Centre-Est de l'Ontario,Saint-François-d'Assise,"35, av. Melrose",Ottawa,47121,251.8,26.11
2020-2021,CSDC du Centre-Est de l'Ontario,Saint-Guillaume,"5750, ch. Buckland",Vars,27719,159.6,14.45
2020-2021,CSDC du Centre-Est de l'Ontario,École secondaire catholique Paul-Desmarais ,5315 rue Abbott est St E,Ottawa,125097,473.2,47.94
2020-2021,CSDC du Centre-Est de l'Ontario,École secondaire de formation professionnelle & technique Minto,"801, pr. de l'Aviation",Ottawa,34892,230.5,27.6
2020-2021,CSDC du Centre-Est de l'Ontario,Franco-Cité,"623, rue Smyth",Ottawa,205063,1316.9,155.71
2020-2021,CSDC du Centre-Est de l'Ontario,Franco-Ouest,"411, pr. Seyton ",Nepean,127643,540.6,60.54
2020-2021,CSDC du Centre-Est de l'Ontario,Garneau,"6588, rue Carrière",Orleans,170649,969.3,93.9
2020-2021,CSDC du Centre-Est de l'Ontario,J.-L.-Couroux,"10, av. Findlay",Carleton Place,29326,203.6,22.71
2020-2021,CSDC du Centre-Est de l'Ontario,Jean-Paul II,"5473, rue Abbott",Kanata,49307,246.5,29.93
2020-2021,CSDC du Centre-Est de l'Ontario,Jean-Robert-Gauthier,"651, pr. Chapman Mills",Nepean,53685,187.4,16.35
2020-2021,CSDC du Centre-Est de l'Ontario,Lamoureux,"2540, av. Kaladar",Ottawa,45758,497.6,77.57
2020-2021,CSDC du Centre-Est de l'Ontario,Laurier-Carrière,"14, pr. Four Seasons",Nepean,51909,221,26.19
2020-2021,CSDC du Centre-Est de l'Ontario,L'Envol,"45, pr. Johnson",Trenton,28941,203.3,20.71
2020-2021,CSDC du Centre-Est de l'Ontario,MGR Rémi-Gaulin,"51, rue Virginia",Kingston,36882,139.2,6.27
2020-2021,CSDC du Centre-Est de l'Ontario,Montfort ,"350, pr. Den Haag",Ottawa,61893,304.2,29.15
2020-2021,CSDC du Centre-Est de l'Ontario,Notre-Dames-des-Champs,"6280, rue Renaud",Navan,50709,277.3,26.73
2020-2021,CSDC du Centre-Est de l'Ontario,Roger-Saint-Denis,"186, cr. Barrow",Kanata,34621,127.4,3.24
2020-2021,CSDC du Centre-Est de l'Ontario,Sainte-Anne,"340, rue York",Ottawa,42342,236.7,24.51
2020-2021,CSDC du Centre-Est de l'Ontario,Sainte-Bernadette,"3781, 6ième rue",Gloucester,32750,149.8,17.34
2020-2021,CSDC du Centre-Est de l'Ontario,Sainte-Marguerite-Bourgeoys,"306, rue Read",Merrickville,22018,95.4,2.43
2020-2021,CSDC du Centre-Est de l'Ontario,Sainte-Marie,"2599, ch. Innes",Gloucester,33294,203,26.31
2020-2021,CSDC du Centre-Est de l'Ontario,Saint-Joseph-d'Orléans,"6664, rue Carrière",Orleans,52211,350.1,47.55
2020-2021,CSDC du Centre-Est de l'Ontario,Saint-Rémi,"100, pr. Walden ",Kanata,51787,231.7,23.61
2020-2021,CSDC du Centre-Est de l'Ontario,Samuel Genest,"704, ch. Carson",Ottawa,214115,1109.1,133.63
2020-2021,CSDC du Centre-Est de l'Ontario,Siège social,"4000, rue Labelle",Ottawa,51285,268.4,19.73
2020-2021,CSDC du Centre-Est de l'Ontario,Terre-des-Jeunes,"1303, ch. Fellows",Ottawa,66789,322.5,41.06
2020-2021,CSDC Franco-Nord,ÉÉC La Résurrection,"136, rue Third",Sturgeon Falls,39041,175.5,24.6
2020-2021,CSDC Franco-Nord,ÉÉC Lorrain,"245, rue Yonge",Bonfield,21005,103.6,19.45
2020-2021,CSDC Franco-Nord,ÉÉC Mariale,"C.P. 10 - 1000, rue Birch",Thorne,12277,69.9,11.01
2020-2021,CSDC Franco-Nord,"ÉÉC Saints-Anges,
 Garderie Soleil et
Siège social du CSCFN","681, rue Chippewa Ouest",North Bay,85143,405.2,51.37
2020-2021,CSDC Franco-Nord,ÉÉC Saint-Thomas d'Aquin,1245 Village Road,Astorville,36038,125,19.44
2020-2021,CSDC Franco-Nord,ÉÉC St-Raymond,"22, avenue Borge",North Bay,25177,96.5,13.66
2020-2021,CSDC Franco-Nord,Champ Sportif,"140, rue Lévesque",Sturgeon Falls,1722,4.2,0.28
2020-2021,CSDC Franco-Nord,ÉÉC Christ-Roi,"C.P. 147 - 7, avenue Forget",River Valley,15909,72.6,15.66
2020-2021,CSDC Franco-Nord,"ÉÉC Sainte-Anne (M à 8) &
ÉSC Élizabeth-Bruyère (9 à 12)","361, rue Brydges",Mattawa,61925,242.1,32.69
2020-2021,CSDC Franco-Nord,ÉÉC Sainte-Marguerite-d'Youville,"C.P. 190 - 73, rue Principale
Est",Verner,28320,102.7,14.17
2020-2021,CSDC Franco-Nord,ÉÉC Saint-Joseph,93 rue Michaud,Sturgeon Falls,39654,186,24.66
2020-2021,CSDC Franco-Nord,ÉÉC St-Vincent,"124, rue King Est",North Bay,32087,128.5,18.18
2020-2021,CSDC Franco-Nord,"ÉSC Algonquin & ÉSC Algonquin
(pavillon 7 et 8)","555, avenue Algonquin",North Bay,169844,864.7,118.25
2020-2021,CSDC Franco-Nord,ÉSC Franco-Cité,"90, rue Main",Sturgeon Falls,138327,649.1,93.49
2020-2021,CSDC des Grandes Rivières,Centre d'éducation permanente et Point de service - TS,"21, rue Armstrong",Temiskaming Shores,3552,21.9,2.2
2020-2021,CSDC des Grandes Rivières,École catholique André-Cary,"39, rue Murdock",Kapuskasing,31893,123,18.31
2020-2021,CSDC des Grandes Rivières,École catholique Anicet-Morin,"1070, avenue Power",Timmins,40365,159.5,22.79
2020-2021,CSDC des Grandes Rivières,École catholique Georges-Vanier,"120, rue Ross",Smooth Rock Falls,44315,169.3,26.15
2020-2021,CSDC des Grandes Rivières,École catholique Jacques-Cartier - Kapuskasing,"8, chemin Brunelle sud",Kapuskasing,27620,123.7,18.75
2020-2021,CSDC des Grandes Rivières,École catholique Jacques-Cartier - Timmins,"377, rue Maple nord",Timmins,30656,102.6,14.03
2020-2021,CSDC des Grandes Rivières,École catholique Pavillon Notre-Dame,"48, 9e rue, C.P. 1240",Hearst,33088,131.7,20.41
2020-2021,CSDC des Grandes Rivières,École catholique Sacré-Coeur - Timmins,"560, rue Dieppe",Timmins,48534,108.9,14.59
2020-2021,CSDC des Grandes Rivières,École catholique Sainte-Anne,"619, rue Allen, C.P. 1119",Hearst,24219,96.7,14.69
2020-2021,CSDC des Grandes Rivières,École catholique Saint-Louis - Hearst,"1007, rue Edward",Hearst,51602,182.7,28.25
2020-2021,CSDC des Grandes Rivières,École catholique Saint-Michel,"998075, route 11 nord",Temiskaming Shores,47264,193.5,26.15
2020-2021,CSDC des Grandes Rivières,École catholique Saints-Martyrs-Canadiens,"425, rue Teefy, C.P. 1210",Iroquois Falls,34821,151.5,21.01
2020-2021,CSDC des Grandes Rivières,École catholique St-Gérard,"59 est, avenue Sterling",Timmins,26931,107,14.83
2020-2021,CSDC des Grandes Rivières,École catholique St-Jude,"225, rue Dixon",Porcupine,24951,135.4,15.62
2020-2021,CSDC des Grandes Rivières,École catholique St-Louis - Virginiatown,Chemin Government C.P 189,Virginiatown,19924,77.2,17.81
2020-2021,CSDC des Grandes Rivières,École secondaire catholique de Hearst ,"30, rue 10e, Sac postal 13000",Hearst,90083,493.9,75.04
2020-2021,CSDC des Grandes Rivières,École secondaire catholique Sainte-Marie ,"340, rue Hessle, C.P. 4010",Temiskaming Shores,102268,385.1,54.94
2020-2021,CSDC des Grandes Rivières,École secondaire catholique Thériault,"341, boul. Thériault",Timmins,231941,677.9,68.09
2020-2021,CSDC des Grandes Rivières,"Siège social, Atelier, Centre d'éducation permanente - La Clef","896, promenade Riverside",Timmins,9666,166.6,21.03
2020-2021,CSDC des Grandes Rivières,École catholique Assomption - Earlton,"10e rue Ouest, C.P. 40",Earlton,43325,202.9,30.86
2020-2021,CSDC des Grandes Rivières,École catholique Assomption - Kirkland Lake,"31, promenade Churchill",Kirkland Lake,34326,75.4,1.92
2020-2021,CSDC des Grandes Rivières,École catholique Don-Bosco,"400, boul. Lonergan",Timmins,36479,131.9,10.27
2020-2021,CSDC des Grandes Rivières,École catholique Jean-Vanier,"52, avenue Duncan sud",Kirkland Lake,46877,210.1,28.06
2020-2021,CSDC des Grandes Rivières,École catholique Louis-Rhéaume ,"600  nord, rue Pine Rd",Timmins,16243,89.2,13.29
2020-2021,CSDC des Grandes Rivières,École catholique Nouveau Regard,"399, rue 8ième",Cochrane,87145,321.1,37.59
2020-2021,CSDC des Grandes Rivières,École catholique Sainte-Croix,"304, avenue Rorke, C.P. 2040",Haileybury,28535,143.9,22.5
2020-2021,CSDC des Grandes Rivières,École catholique Saint-François-Xavier,"189, rue Balmoral, C.P. 70",Mattice,23358,120.4,18.77
2020-2021,CSDC des Grandes Rivières,École catholique Saint-Jules,"55, rue St-Aubin C.P. 40",Moonbeam,30591,143.2,21.72
2020-2021,CSDC des Grandes Rivières,École catholique St-Charles,"120, avenue Kent",Timmins,32712,133.6,21.36
2020-2021,CSDC des Grandes Rivières,École catholique St-Dominique,"855, avenue Park",Timmins,37469,114.9,16.08
2020-2021,CSDC des Grandes Rivières,École catholique Ste-Thérèse,"332, avenue Timmins, C.P. 40",Ramore,17416,41.7,5.92
2020-2021,CSDC des Grandes Rivières,École Notre Dame du Rosaire,"51, rue Harris",Gogama,17664,61.7,13.79
2020-2021,CSDC des Grandes Rivières,École Notre-Dame  C.P 190,"70, 2nd Avenue",Foleyet,9289,71,15.74
2020-2021,CSDC des Grandes Rivières,École secondaire catholique Cité des Jeunes,"10, boul. Cité des Jeunes",Kapuskasing,123193,579.8,70.74
2020-2021,CSDC des Grandes Rivières,Éducation alternative - Kapuskasing,"73, rue Queen",Kapuskasing,6028,25.9,3.98
2020-2021,CSDC des Grandes Rivières,Garderie Richelieu (ESCSM),"340, avenue Hessle",Temiskaming Shores,5436,21,3.33
2020-2021,CSDC des Grandes Rivières,"Sacré-Coeur, (Annexe  Paradis des petits)","129, rue Davidson",Temiskaming Shores,9903,35.8,6.11
2020-2021,CSC MonAvenir,ÉÉC Cardinal-Léger,345 The Country Way,Kitchener,34993,226.7,19.06
2020-2021,CSC MonAvenir,ÉÉC Corpus-Christi,362 Hillside Avenue,Oshawa,38298,229.1,31.82
2020-2021,CSC MonAvenir,EEC Du Bon-Berger,343 Jones Avenue,Toronto,32668,181.4,27.63
2020-2021,CSC MonAvenir,ÉÉC Frère-André,273 Cundles Road East,Barrie,44681,166.7,14.66
2020-2021,CSC MonAvenir,ÉÉC Georges-Étienne-Cartier,250 Gainsborough Road,Toronto,28532,163.8,22.9
2020-2021,CSC MonAvenir,ÉÉC Immaculée-Conception,153 Church Street,St. Catharines,24951,214.4,31.29
2020-2021,CSC MonAvenir,ÉÉC Marguerite-Bourgeois,"117 Waterloo Road East, Building P-148",CFB Borden,67285,341.1,42.16
2020-2021,CSC MonAvenir,ÉÉC Mère-Élisabeth-Bruyère,280 Glenridge Drive,Waterloo,25672,157.8,21.42
2020-2021,CSC MonAvenir,ÉÉC Monseigneur-de-Laval,135 Bendamere Avenue,Hamilton,49683,230.6,14.56
2020-2021,CSC MonAvenir,ÉÉC Notre-Dame-de-la-Jeunesse (2),71 Ritchie Avenue,Ajax,31478,177.3,22.22
2020-2021,CSC MonAvenir,ÉÉC Notre-Dame,400 Cumberland Avenue,Hamilton,43971,290.1,37.06
2020-2021,CSC MonAvenir,ÉÉC René-Lamoureux,385 Meadows Boulevard,Mississauga,35683,225.7,29.51
2020-2021,CSC MonAvenir,ÉC Monseigneur-Jamot,2350  woodglade BLVD,Peterborough,59815,289.9,31.83
2020-2021,CSC MonAvenir,ÉC Pape-François,276 Sunset Boulevard,Stouffville,62969,297.1,33.77
2020-2021,CSC MonAvenir,ÉÉC Ange-Gabriel,1830 Meadowvale Boulevard,Mississauga,37301,197,19.46
2020-2021,CSC MonAvenir,ÉÉC du Sacré-Cœur (2),310 Fitch Street,Welland,46809,163,21.4
